timestamp,ir_mean,red_mean,ir_std,red_std,heart_rate,spo2,valid,systolic_bp,diastolic_bp,notes
452114,109534.01,94549.01,1385.43,528.32,88.00,99.06,1,128,93,resting
458240,111175.36,95315.20,3544.39,1351.12,88.00,98.92,1,128,93,resting
740141,107760.91,96847.88,3929.47,1862.26,82.96,96.00,1,130,83,resting
746270,105082.55,96134.35,1266.16,496.78,82.96,99.04,1,130,83,resting
752408,107763.64,97093.94,410.11,159.93,81.34,97.18,1,130,83,resting
