timestamp,ir_mean,red_mean,ir_std,red_std,heart_rate,spo2,valid,systolic_bp,diastolic_bp,notes
90645,118394.68,102352.66,361.58,145.01,61.03,99.67,1,101,65,resting
96772,118220.59,102017.27,592.84,245.92,82.60,96.84,1,101,65,resting
151937,121120.59,101929.93,120.55,59.01,73.77,95.09,1,110,62,resting
158064,121247.12,101897.86,126.60,70.47,73.90,91.42,1,110,62,resting
164191,121218.20,101769.17,190.31,90.55,78.72,95.52,1,110,62,resting
170329,121185.54,101624.05,209.26,99.34,76.20,93.74,1,110,62,resting
176457,121214.75,101572.99,227.31,94.83,78.67,97.15,1,110,62,resting
