timestamp,ir_mean,red_mean,ir_std,red_std,heart_rate,spo2,valid,systolic_bp,diastolic_bp,notes
23234,109153.88,101386.02,582.13,247.06,80.73,98.51,1,127,78,resting
29361,107996.86,101273.20,519.14,281.11,73.91,95.75,1,127,78,resting
35487,109291.80,101854.09,445.28,189.33,85.98,98.65,1,127,78,resting
41613,109397.91,101787.33,481.95,188.81,86.71,99.50,1,127,78,resting
47750,110863.53,102527.41,884.67,335.76,59.83,99.28,1,120,79,resting
60003,111818.91,102662.80,391.25,156.55,77.35,99.54,1,120,79,resting
